adj_em,adj_o,luck,adj_tempo,sos_adj_em,sos_adj_o,sos_adj_d,nc_sos_adj_em,ncaa_seed,threeptavg,twoptavg,win14pct,ftpct,OffRebGame,DefRebGame,TO_game,T2_adj_em,T2_adj_o,T2_luck,T2_adj_tempo,T2_sos_adj_em,T2_sos_adj_o,T2_sos_adj_d,T2_nc_sos_adj_em,T2_ncaa_seed,T2_threeptavg,T2_twoptavg,T2_win14pct,T2_ftpct,T2_OffRebGame,T2_DefRebGame,T2_TO_game,Team1Win
12.51,109.2,-0.001,71.0,4.75,105.5,100.7,1.33,11.0,0.0,0.0,0.0,0.0,11.0,21.0,13.0,22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,0.0,0.0,0.0,0.0,13.0,23.0,14.0,0.0
32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,12.11,104.0,0.045,65.7,1.1,104.5,103.4,0.35,9.0,0.0,0.0,0.0,0.0,12.0,27.0,14.0,1.0
12.11,104.0,0.045,65.7,1.1,104.5,103.4,0.35,9.0,0.0,0.0,0.0,0.0,12.0,27.0,14.0,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,0.0
24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,20.43,112.5,-0.006,68.0,5.48,106.1,100.6,0.62,7.0,0.0,0.0,0.0,0.0,14.0,27.0,13.0,1.0
20.43,112.5,-0.006,68.0,5.48,106.1,100.6,0.62,7.0,0.0,0.0,0.0,0.0,14.0,27.0,13.0,24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,0.0
15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,0.0,0.0,0.0,0.0,11.0,23.0,12.0,17.88,119.3,0.012,67.1,3.46,104.0,100.5,2.18,3.0,0.0,0.0,1.0,0.0,11.0,26.0,13.0,1.0
17.88,119.3,0.012,67.1,3.46,104.0,100.5,2.18,3.0,0.0,0.0,1.0,0.0,11.0,26.0,13.0,15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,0.0,0.0,0.0,0.0,11.0,23.0,12.0,0.0
20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,0.0,0.0,0.0,0.0,10.0,23.0,14.0,22.55,114.4,-0.006,65.4,7.68,107.5,99.8,0.09,3.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,1.0
22.55,114.4,-0.006,65.4,7.68,107.5,99.8,0.09,3.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,0.0,0.0,0.0,0.0,10.0,23.0,14.0,0.0
22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,0.0,0.0,0.0,0.0,15.0,22.0,14.0,14.08,114.5,0.091,63.6,0.66,103.1,102.4,1.74,8.0,0.0,0.0,0.0,0.0,9.0,26.0,13.0,1.0
14.08,114.5,0.091,63.6,0.66,103.1,102.4,1.74,8.0,0.0,0.0,0.0,0.0,9.0,26.0,13.0,22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,0.0,0.0,0.0,0.0,15.0,22.0,14.0,0.0
15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,0.0,0.0,0.0,0.0,9.0,20.0,11.0,24.86,124.3,0.046,68.9,10.94,108.4,97.5,4.87,2.0,0.0,0.0,0.0,0.0,13.0,25.0,14.0,1.0
24.86,124.3,0.046,68.9,10.94,108.4,97.5,4.87,2.0,0.0,0.0,0.0,0.0,13.0,25.0,14.0,15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,0.0,0.0,0.0,0.0,9.0,20.0,11.0,0.0
14.69,110.1,0.079,68.8,2.31,104.6,102.3,7.63,12.0,0.0,0.0,1.0,0.0,13.0,23.0,13.0,18.3,114.3,0.078,64.8,6.6,105.8,99.2,-4.21,4.0,0.0,0.0,0.0,0.0,14.0,23.0,12.0,1.0
18.3,114.3,0.078,64.8,6.6,105.8,99.2,-4.21,4.0,0.0,0.0,0.0,0.0,14.0,23.0,12.0,14.69,110.1,0.079,68.8,2.31,104.6,102.3,7.63,12.0,0.0,0.0,1.0,0.0,13.0,23.0,13.0,0.0
27.41,115.7,-0.002,68.3,10.89,109.5,98.6,1.51,1.0,0.0,0.0,0.0,0.0,13.0,24.0,13.0,15.25,109.3,0.038,68.1,6.49,106.9,100.4,-1.84,9.0,0.0,0.0,0.0,0.0,14.0,26.0,15.0,1.0
15.25,109.3,0.038,68.1,6.49,106.9,100.4,-1.84,9.0,0.0,0.0,0.0,0.0,14.0,26.0,15.0,27.41,115.7,-0.002,68.3,10.89,109.5,98.6,1.51,1.0,0.0,0.0,0.0,0.0,13.0,24.0,13.0,0.0
25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,19.23,109.2,-0.038,68.6,10.91,108.9,98.0,-4.87,5.0,0.0,0.0,0.0,0.0,12.0,26.0,15.0,1.0
19.23,109.2,-0.038,68.6,10.91,108.9,98.0,-4.87,5.0,0.0,0.0,0.0,0.0,12.0,26.0,15.0,25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,0.0
25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,13.53,111.3,0.032,64.7,-1.71,100.7,102.4,5.11,13.0,0.0,0.0,1.0,0.0,12.0,25.0,11.0,1.0
13.53,111.3,0.032,64.7,-1.71,100.7,102.4,5.11,13.0,0.0,0.0,1.0,0.0,12.0,25.0,11.0,25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,0.0
18.93,115.0,-0.062,63.1,10.05,108.3,98.3,-3.82,10.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,21.94,112.1,-0.031,70.6,8.52,108.5,100.0,-1.04,2.0,0.0,0.0,0.0,0.0,15.0,30.0,15.0,1.0
21.94,112.1,-0.031,70.6,8.52,108.5,100.0,-1.04,2.0,0.0,0.0,0.0,0.0,15.0,30.0,15.0,18.93,115.0,-0.062,63.1,10.05,108.3,98.3,-3.82,10.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,0.0
32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,13.02,103.1,0.003,66.8,7.22,107.5,100.3,-3.06,9.0,0.0,0.0,0.0,0.0,11.0,23.0,12.0,1.0
13.02,103.1,0.003,66.8,7.22,107.5,100.3,-3.06,9.0,0.0,0.0,0.0,0.0,11.0,23.0,12.0,32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,0.0
25.02,121.2,-0.015,66.2,9.59,108.0,98.4,5.03,2.0,0.0,0.0,0.0,0.0,11.0,22.0,13.0,16.75,109.1,0.015,63.4,6.1,106.7,100.6,4.17,7.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,1.0
16.75,109.1,0.015,63.4,6.1,106.7,100.6,4.17,7.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,25.02,121.2,-0.015,66.2,9.59,108.0,98.4,5.03,2.0,0.0,0.0,0.0,0.0,11.0,22.0,13.0,0.0
25.02,114.7,-0.054000000000000006,67.0,9.16,107.9,98.7,-0.89,5.0,0.0,0.0,0.0,0.0,14.0,22.0,12.0,23.93,116.4,-0.027000000000000003,65.2,7.13,106.6,99.5,-4.3,4.0,0.0,0.0,1.0,0.0,11.0,25.0,13.0,1.0
23.93,116.4,-0.027000000000000003,65.2,7.13,106.6,99.5,-4.3,4.0,0.0,0.0,1.0,0.0,11.0,25.0,13.0,25.02,114.7,-0.054000000000000006,67.0,9.16,107.9,98.7,-0.89,5.0,0.0,0.0,0.0,0.0,14.0,22.0,12.0,0.0
20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,0.0,0.0,0.0,0.0,10.0,24.0,11.0,6.69,102.2,0.063,63.1,-2.34,101.4,103.7,2.28,14.0,0.0,0.0,1.0,0.0,9.0,22.0,15.0,1.0
6.69,102.2,0.063,63.1,-2.34,101.4,103.7,2.28,14.0,0.0,0.0,1.0,0.0,9.0,22.0,15.0,20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,0.0,0.0,0.0,0.0,10.0,24.0,11.0,0.0
22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,0.0,0.0,0.0,0.0,13.0,23.0,14.0,25.02,121.2,-0.015,66.2,9.59,108.0,98.4,5.03,2.0,0.0,0.0,0.0,0.0,11.0,22.0,13.0,1.0
25.02,121.2,-0.015,66.2,9.59,108.0,98.4,5.03,2.0,0.0,0.0,0.0,0.0,11.0,22.0,13.0,22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,0.0,0.0,0.0,0.0,13.0,23.0,14.0,0.0
32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,14.69,110.1,0.079,68.8,2.31,104.6,102.3,7.63,12.0,0.0,0.0,1.0,0.0,13.0,23.0,13.0,1.0
14.69,110.1,0.079,68.8,2.31,104.6,102.3,7.63,12.0,0.0,0.0,1.0,0.0,13.0,23.0,13.0,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,0.0
25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,0.0,0.0,0.0,0.0,15.0,22.0,14.0,1.0
22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,0.0,0.0,0.0,0.0,15.0,22.0,14.0,25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,0.0
15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,0.0,0.0,0.0,0.0,9.0,20.0,11.0,15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,0.0,0.0,0.0,0.0,11.0,23.0,12.0,1.0
15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,0.0,0.0,0.0,0.0,11.0,23.0,12.0,15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,0.0,0.0,0.0,0.0,9.0,20.0,11.0,0.0
24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,0.0,0.0,0.0,0.0,10.0,23.0,14.0,1.0
20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,0.0,0.0,0.0,0.0,10.0,23.0,14.0,24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,0.0
25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,27.41,115.7,-0.002,68.3,10.89,109.5,98.6,1.51,1.0,0.0,0.0,0.0,0.0,13.0,24.0,13.0,1.0
27.41,115.7,-0.002,68.3,10.89,109.5,98.6,1.51,1.0,0.0,0.0,0.0,0.0,13.0,24.0,13.0,25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,0.0
32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,25.02,114.7,-0.054000000000000006,67.0,9.16,107.9,98.7,-0.89,5.0,0.0,0.0,0.0,0.0,14.0,22.0,12.0,1.0
25.02,114.7,-0.054000000000000006,67.0,9.16,107.9,98.7,-0.89,5.0,0.0,0.0,0.0,0.0,14.0,22.0,12.0,32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,0.0
20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,0.0,0.0,0.0,0.0,10.0,24.0,11.0,18.93,115.0,-0.062,63.1,10.05,108.3,98.3,-3.82,10.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,1.0
18.93,115.0,-0.062,63.1,10.05,108.3,98.3,-3.82,10.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,0.0,0.0,0.0,0.0,10.0,24.0,11.0,0.0
32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,0.0,0.0,0.0,0.0,13.0,23.0,14.0,1.0
22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,0.0,0.0,0.0,0.0,13.0,23.0,14.0,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,0.0
25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,0.0,0.0,0.0,0.0,9.0,20.0,11.0,1.0
15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,0.0,0.0,0.0,0.0,9.0,20.0,11.0,25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,0.0
25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,1.0
24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0,0.0,0.0,0.0,12.0,22.0,13.0,25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,0.0
32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,0.0,0.0,0.0,0.0,10.0,24.0,11.0,1.0
20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,0.0,0.0,0.0,0.0,10.0,24.0,11.0,32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,0.0
32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,1.0
25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0,0.0,1.0,0.0,12.0,26.0,14.0,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,0.0
32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,1.0
25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,0.0
32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,1.0
32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0,0.0,0.0,0.0,10.0,23.0,11.0,32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0,0.0,0.0,0.0,13.0,26.0,16.0,0.0
-0.68,95.8,0.018000000000000002,64.6,-3.55,101.2,104.7,4.12,16.0,0.0,0.0,0.0,0.0,8.0,23.0,15.0,-10.4,91.9,-0.057,68.5,-14.27,93.3,107.6,-8.98,16.0,0.0,0.0,0.0,0.0,13.0,25.0,16.0,1.0
-10.4,91.9,-0.057,68.5,-14.27,93.3,107.6,-8.98,16.0,0.0,0.0,0.0,0.0,13.0,25.0,16.0,-0.68,95.8,0.018000000000000002,64.6,-3.55,101.2,104.7,4.12,16.0,0.0,0.0,0.0,0.0,8.0,23.0,15.0,0.0
12.48,112.8,0.005,63.4,9.21,107.7,98.4,1.6,10.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,15.36,112.8,-0.012,68.1,8.82,108.6,99.8,-1.71,7.0,0.0,0.0,0.0,0.0,11.0,23.0,14.0,1.0
15.36,112.8,-0.012,68.1,8.82,108.6,99.8,-1.71,7.0,0.0,0.0,0.0,0.0,11.0,23.0,14.0,12.48,112.8,0.005,63.4,9.21,107.7,98.4,1.6,10.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,0.0
18.65,117.8,0.024,61.5,7.43,107.1,99.7,-5.69,4.0,0.0,0.0,0.0,0.0,13.0,22.0,13.0,10.87,109.8,0.01,62.8,-1.99,102.7,104.7,0.54,13.0,0.0,0.0,1.0,0.0,9.0,25.0,12.0,1.0
10.87,109.8,0.01,62.8,-1.99,102.7,104.7,0.54,13.0,0.0,0.0,1.0,0.0,9.0,25.0,12.0,18.65,117.8,0.024,61.5,7.43,107.1,99.7,-5.69,4.0,0.0,0.0,0.0,0.0,13.0,22.0,13.0,0.0
27.54,119.4,0.047,69.8,10.51,108.1,97.6,6.81,1.0,0.0,0.0,0.0,0.0,9.0,23.0,13.0,-3.4,96.2,0.081,64.8,-7.68,96.6,104.3,13.07,16.0,0.0,0.0,1.0,0.0,13.0,25.0,17.0,1.0
-3.4,96.2,0.081,64.8,-7.68,96.6,104.3,13.07,16.0,0.0,0.0,1.0,0.0,13.0,25.0,17.0,27.54,119.4,0.047,69.8,10.51,108.1,97.6,6.81,1.0,0.0,0.0,0.0,0.0,9.0,23.0,13.0,0.0
28.28,117.9,-0.011000000000000001,66.9,8.35,107.7,99.3,-8.46,3.0,0.0,0.0,1.0,0.0,10.0,24.0,14.0,9.28,109.1,0.055999999999999994,65.7,-2.51,100.8,103.3,-3.47,14.0,0.0,0.0,1.0,0.0,11.0,22.0,13.0,1.0
9.28,109.1,0.055999999999999994,65.7,-2.51,100.8,103.3,-3.47,14.0,0.0,0.0,1.0,0.0,11.0,22.0,13.0,28.28,117.9,-0.011000000000000001,66.9,8.35,107.7,99.3,-8.46,3.0,0.0,0.0,1.0,0.0,10.0,24.0,14.0,0.0
14.67,110.3,0.106,71.2,-1.23,101.1,102.4,-15.01,8.0,0.0,0.0,0.0,0.0,13.0,24.0,14.0,14.77,107.2,-0.006,62.6,1.59,103.6,102.0,0.11,9.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,1.0
14.77,107.2,-0.006,62.6,1.59,103.6,102.0,0.11,9.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,14.67,110.3,0.106,71.2,-1.23,101.1,102.4,-15.01,8.0,0.0,0.0,0.0,0.0,13.0,24.0,14.0,0.0
15.64,119.1,0.036000000000000004,66.3,4.38,104.4,100.0,7.98,3.0,0.0,0.0,1.0,0.0,12.0,25.0,13.0,12.73,110.9,-0.065,65.3,1.91,103.6,101.6,-3.38,14.0,0.0,0.0,0.0,0.0,10.0,24.0,12.0,1.0
12.73,110.9,-0.065,65.3,1.91,103.6,101.6,-3.38,14.0,0.0,0.0,0.0,0.0,10.0,24.0,12.0,15.64,119.1,0.036000000000000004,66.3,4.38,104.4,100.0,7.98,3.0,0.0,0.0,1.0,0.0,12.0,25.0,13.0,0.0
23.2,114.5,-0.019,62.1,6.77,106.4,99.6,-4.52,4.0,0.0,0.0,0.0,0.0,12.0,23.0,12.0,14.87,113.2,-0.001,54.7,0.57,102.8,102.2,-6.63,13.0,0.0,0.0,0.0,0.0,6.0,17.0,10.0,1.0
14.87,113.2,-0.001,54.7,0.57,102.8,102.2,-6.63,13.0,0.0,0.0,0.0,0.0,6.0,17.0,10.0,23.2,114.5,-0.019,62.1,6.77,106.4,99.6,-4.52,4.0,0.0,0.0,0.0,0.0,12.0,23.0,12.0,0.0
15.53,110.0,-0.012,66.5,9.77,108.8,99.0,2.17,6.0,0.0,0.0,0.0,0.0,10.0,23.0,14.0,12.78,112.8,-0.001,66.1,2.27,103.7,101.5,-2.2,11.0,0.0,0.0,1.0,0.0,13.0,21.0,14.0,1.0
12.78,112.8,-0.001,66.1,2.27,103.7,101.5,-2.2,11.0,0.0,0.0,1.0,0.0,13.0,21.0,14.0,15.53,110.0,-0.012,66.5,9.77,108.8,99.0,2.17,6.0,0.0,0.0,0.0,0.0,10.0,23.0,14.0,0.0
22.0,109.8,0.008,67.5,10.68,108.3,97.6,1.75,4.0,0.0,0.0,0.0,0.0,13.0,26.0,15.0,11.33,109.7,0.024,69.6,0.66,106.0,105.3,3.83,13.0,0.0,0.0,1.0,0.0,13.0,23.0,15.0,1.0
11.33,109.7,0.024,69.6,0.66,106.0,105.3,3.83,13.0,0.0,0.0,1.0,0.0,13.0,23.0,15.0,22.0,109.8,0.008,67.5,10.68,108.3,97.6,1.75,4.0,0.0,0.0,0.0,0.0,13.0,26.0,15.0,0.0
8.95,111.6,0.055999999999999994,66.2,-0.62,103.6,104.2,-0.71,12.0,0.0,0.0,1.0,0.0,11.0,24.0,14.0,15.22,110.0,0.024,65.8,1.9,103.6,101.7,3.89,5.0,0.0,0.0,1.0,0.0,12.0,25.0,12.0,1.0
15.22,110.0,0.024,65.8,1.9,103.6,101.7,3.89,5.0,0.0,0.0,1.0,0.0,12.0,25.0,12.0,8.95,111.6,0.055999999999999994,66.2,-0.62,103.6,104.2,-0.71,12.0,0.0,0.0,1.0,0.0,11.0,24.0,14.0,0.0
19.44,116.6,0.012,71.1,9.44,108.0,98.5,-0.74,2.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,10.27,104.4,-0.027000000000000003,64.0,-5.29,102.1,107.4,8.15,15.0,0.0,0.0,1.0,0.0,12.0,23.0,13.0,1.0
10.27,104.4,-0.027000000000000003,64.0,-5.29,102.1,107.4,8.15,15.0,0.0,0.0,1.0,0.0,12.0,23.0,13.0,19.44,116.6,0.012,71.1,9.44,108.0,98.5,-0.74,2.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,0.0
15.9,106.7,-0.008,63.0,4.22,104.8,100.6,-12.2,12.0,0.0,0.0,0.0,0.0,10.0,21.0,13.0,13.15,110.0,0.077,68.3,8.71,107.5,98.8,-3.79,5.0,0.0,0.0,0.0,0.0,13.0,24.0,15.0,1.0
13.15,110.0,0.077,68.3,8.71,107.5,98.8,-3.79,5.0,0.0,0.0,0.0,0.0,13.0,24.0,15.0,15.9,106.7,-0.008,63.0,4.22,104.8,100.6,-12.2,12.0,0.0,0.0,0.0,0.0,10.0,21.0,13.0,0.0
23.4,112.7,0.02,61.6,8.3,107.4,99.1,1.6,2.0,0.0,0.0,1.0,0.0,10.0,22.0,14.0,-0.73,107.1,0.024,69.1,-8.62,99.7,108.4,5.97,15.0,0.0,0.0,1.0,0.0,11.0,23.0,16.0,1.0
-0.73,107.1,0.024,69.1,-8.62,99.7,108.4,5.97,15.0,0.0,0.0,1.0,0.0,11.0,23.0,16.0,23.4,112.7,0.02,61.6,8.3,107.4,99.1,1.6,2.0,0.0,0.0,1.0,0.0,10.0,22.0,14.0,0.0
20.09,114.8,0.006999999999999999,71.6,5.21,105.5,100.3,-7.56,5.0,0.0,0.0,0.0,0.0,14.0,23.0,15.0,10.86,113.4,0.026000000000000002,60.9,1.59,102.8,101.2,-2.41,12.0,0.0,0.0,0.0,0.0,9.0,23.0,13.0,1.0
10.86,113.4,0.026000000000000002,60.9,1.59,102.8,101.2,-2.41,12.0,0.0,0.0,0.0,0.0,9.0,23.0,13.0,20.09,114.8,0.006999999999999999,71.6,5.21,105.5,100.3,-7.56,5.0,0.0,0.0,0.0,0.0,14.0,23.0,15.0,0.0
11.86,108.3,0.017,67.7,1.54,104.9,103.4,4.95,11.0,0.0,0.0,1.0,0.0,14.0,23.0,13.0,13.99,113.0,0.049,62.4,6.16,105.5,99.3,-0.61,6.0,0.0,0.0,0.0,0.0,14.0,21.0,14.0,1.0
13.99,113.0,0.049,62.4,6.16,105.5,99.3,-0.61,6.0,0.0,0.0,0.0,0.0,14.0,21.0,14.0,11.86,108.3,0.017,67.7,1.54,104.9,103.4,4.95,11.0,0.0,0.0,1.0,0.0,14.0,23.0,13.0,0.0
16.06,111.8,0.032,62.6,6.03,104.7,98.7,0.35,7.0,0.0,0.0,0.0,0.0,11.0,25.0,12.0,9.06,106.5,0.086,65.7,6.93,106.0,99.1,-1.81,10.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,1.0
9.06,106.5,0.086,65.7,6.93,106.0,99.1,-1.81,10.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,16.06,111.8,0.032,62.6,6.03,104.7,98.7,0.35,7.0,0.0,0.0,0.0,0.0,11.0,25.0,12.0,0.0
17.23,112.2,-0.037000000000000005,67.7,10.53,108.0,97.5,9.27,8.0,0.0,0.0,0.0,0.0,13.0,20.0,13.0,14.94,111.5,-0.024,65.2,7.96,106.6,98.6,0.91,9.0,0.0,0.0,0.0,0.0,12.0,23.0,11.0,1.0
14.94,111.5,-0.024,65.2,7.96,106.6,98.6,0.91,9.0,0.0,0.0,0.0,0.0,12.0,23.0,11.0,17.23,112.2,-0.037000000000000005,67.7,10.53,108.0,97.5,9.27,8.0,0.0,0.0,0.0,0.0,13.0,20.0,13.0,0.0
16.5,107.5,-0.019,69.3,6.94,105.4,98.5,-2.22,13.0,0.0,0.0,0.0,0.0,12.0,25.0,15.0,23.22,110.4,-0.043,67.7,6.03,106.0,99.9,-1.11,4.0,0.0,0.0,1.0,0.0,13.0,26.0,15.0,1.0
23.22,110.4,-0.043,67.7,6.03,106.0,99.9,-1.11,4.0,0.0,0.0,1.0,0.0,13.0,26.0,15.0,16.5,107.5,-0.019,69.3,6.94,105.4,98.5,-2.22,13.0,0.0,0.0,0.0,0.0,12.0,25.0,15.0,0.0
