rank,team,conference,record,adj_em,adj_o,adj_o_rank,adj_d,adj_d_rank,adj_tempo,adj_tempo_rank,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed,Season,TeamName
173,North Dakota,BSky,22-9,-0.32,102.9,200,103.2,149,71,34,0.047,69,-6.52,314,102.3,261,108.9,338,3.07,70,15,2017,North Dakota
174,Siena,MAAC,17-17,-0.36,106.1,142,106.5,209,68.3,136,-0.009,211,-1.07,167,104.5,158,105.5,183,5.9,36,,2017,Siena
175,Nebraska Omaha,Sum,18-14,-0.4,108.5,97,108.9,256,73.4,9,0.086,11,-0.3,148,106.2,83,106.5,250,4.27,51,,2017,Nebraska Omaha
176,Ball St.,MAC,21-12,-0.47,104.8,163,105.2,185,70.6,50,0.051,61,-4,250,103,232,107,274,-10.62,350,,2017,Ball St
177,LSU,SEC,10-21,-0.5,109.4,84,109.9,282,71.6,27,0.008,172,9.25,34,108.6,54,99.4,15,3.5,65,,2017,LSU
178,New Orleans,Slnd,20-11,-0.52,100.8,241,101.3,102,65.9,263,0.065,34,-5.24,287,102.4,259,107.6,301,8.41,17,16,2017,New Orleans
179,New Hampshire,AE,20-12,-0.66,102.4,215,103.1,139,65.1,294,0.063,39,-4.15,254,102.6,254,106.8,263,-0.31,170,,2017,New Hampshire
180,Gardner Webb,BSth,19-14,-0.7,102.7,205,103.4,158,70.4,55,-0.041,285,-5.32,291,101.5,291,106.8,266,4.83,44,,2017,Gardner Webb
181,Weber St.,BSky,19-13,-0.73,108.3,103,109,259,66.2,253,-0.035,270,-5.15,283,103,229,108.2,322,1.41,125,,2017,Weber St
182,Saint Joseph's,A10,11-20,-0.93,102.2,216,103.2,144,68,161,-0.032,258,3.75,81,106.1,84,102.3,80,3.67,63,,2017,St Joseph's PA
183,DePaul,BE,9-23,-1.03,103.5,188,104.5,169,67.3,203,-0.069,323,7.28,58,108.8,49,101.5,70,-7.08,336,,2017,DePaul
184,East Carolina,Amer,15-18,-1.18,97.1,300,98.3,61,66.5,237,0.013,158,1.06,120,105.2,121,104.1,126,-10.43,349,,2017,E Kentucky
185,Green Bay,Horz,18-13,-1.29,101.9,221,103.2,146,73.8,7,0.04,77,-2.96,219,103.7,194,106.7,259,-0.18,166,,2017,WI Green Bay
186,Hofstra,CAA,15-17,-1.3,111.1,60,112.4,311,67.2,208,-0.035,266,-1.13,169,104.2,167,105.3,165,-2.54,234,,2017,Hofstra
187,South Dakota St.,Sum,18-16,-1.33,110.8,62,112.1,307,66.8,221,0.029,103,-1.09,168,104.6,153,105.6,188,1.6,117,16,2017,S Dakota St
188,Eastern Washington,BSky,22-11,-1.43,108.7,93,110.1,287,66.5,239,0.092,8,-5.71,298,102.7,244,108.4,327,2.11,100,,2017,E Washington
189,Denver,Sum,16-14,-1.54,107.5,117,109.1,262,66.4,246,-0.007,203,-3.53,240,103.9,185,107.4,291,-5.14,309,,2017,Denver
190,Utah Valley,WAC,15-16,-1.54,100.2,251,101.7,106,73.1,12,-0.082,333,-2.46,206,101.5,289,104,120,1.6,118,,2017,Utah Valley
191,Canisius,MAAC,18-15,-1.63,108.3,104,109.9,283,69.3,90,0.016,148,-3.05,225,102.8,242,105.8,195,-0.82,183,,2017,Canisius
192,Washington St.,P12,13-18,-2.02,104.4,170,106.4,207,67.2,211,0.067,31,6.33,68,108.9,48,102.6,89,-3.24,259,,2017,Washington St
193,Boston University,Pat,18-14,-2.08,101.3,227,103.4,156,69.3,91,0.003,179,-4.23,257,101.7,282,105.9,210,-0.54,177,,2017,Boston Univ
194,UMBC,AE,18-12,-2.22,108.3,101,110.6,290,70.2,60,0.009,169,-5.17,285,101.8,277,106.9,272,-3.03,249,,2017,UMBC
195,Montana,BSky,16-16,-2.45,106,145,108.4,249,66.3,249,-0.051,297,-5.05,280,103.2,224,108.2,324,0.66,141,,2017,Montana
196,UAB,CUSA,17-16,-2.48,103.8,184,106.3,205,65.7,270,-0.008,206,-2.14,195,103.6,200,105.7,191,0.56,146,,2017,UAB
197,Murray St.,OVC,16-17,-2.69,107.1,122,109.8,278,68.3,138,-0.087,340,-3.88,247,103.5,205,107.4,290,0.11,158,,2017,Murray St
198,IUPUI,Sum,14-18,-2.73,106.9,126,109.7,274,68.9,103,-0.036,274,-0.34,149,105.7,92,106.1,224,3.9,59,,2017,IUPUI
199,Indiana St.,MVC,11-20,-2.74,99.5,263,102.2,120,69.3,89,-0.009,210,2.78,89,105.2,117,102.4,84,1.97,107,,2017,Indiana St
200,Coastal Carolina,SB,16-17,-2.77,102.5,210,105.3,188,67.6,194,0.025,118,0.11,138,104.8,141,104.6,140,1.81,112,,2017,Coastal Car
"",Strength of Schedule,NCSOS,,,,,,,,,,,,,,,,,,,,2017,Strength of Schedule
201,Fordham,A10,13-19,-2.95,96.9,305,99.8,79,63.9,317,-0.023,245,1.24,115,104.9,137,103.6,112,-3.11,253,,2017,Fordham
202,UTEP,CUSA,15-17,-2.99,99.7,259,102.7,132,65.9,267,-0.035,269,-3.31,232,102.8,240,106.1,226,-2.62,236,,2017,UTEP
203,Morehead St.,OVC,14-16,-3.11,106.7,128,109.9,280,68.2,144,-0.005,196,-0.78,156,105.1,123,105.9,207,4.76,45,,2017,Morehead St
204,Texas A&M; Corpus Chris,Slnd,20-11,-3.26,103,196,106.2,203,67.6,195,0.078,21,-6.34,312,101.3,300,107.6,302,2.42,91,,2017,Texas A&M; Corpus Chris
205,Northern Illinois,MAC,15-17,-3.51,98.9,273,102.4,123,66.4,245,-0.038,279,-2.28,201,104.1,173,106.4,242,-5.43,313,,2017,Northern Illinois
206,Fairfield,MAAC,16-14,-3.56,99.3,266,102.8,136,68.7,112,0.052,59,-3.04,224,103.5,206,106.5,252,-2.44,233,,2017,Fairfield
207,Texas Southern,SWAC,23-11,-3.66,103.6,187,107.3,227,68.2,146,0.12,2,-9.01,337,99.7,331,108.7,333,12.91,3,16,2017,TX Southern
208,Navy,Pat,16-16,-3.78,99.6,260,103.4,155,63.9,319,-0.012,220,-4.2,256,101.4,294,105.6,185,-2.86,242,,2017,Navy
209,Tennessee Martin,OVC,21-12,-3.84,106.9,127,110.8,295,67,216,0.121,1,-4.41,266,102.7,250,107.1,278,-2.25,225,,2017,Tennessee Martin
210,Rider,MAAC,18-15,-3.87,100.7,242,104.6,173,71.9,25,0.047,68,-4.31,262,102.5,256,106.8,268,-5.55,317,,2017,Rider
211,Liberty,BSth,19-13,-3.92,99.4,264,103.3,152,62.4,342,0.03,99,-5.81,300,102.2,265,108,317,3.37,67,,2017,Liberty
212,Stony Brook,AE,18-13,-3.96,102,220,105.9,196,65.5,275,0.066,33,-5.62,296,102,272,107.6,303,-3.04,250,,2017,Stony Brook
213,Mount St. Mary's,NEC,19-15,-4.23,98.9,271,103.2,143,66.6,234,0.06,42,-5.29,290,101.5,290,106.8,264,11.69,7,16,2017,Mt St Mary's
214,Houston Baptist,Slnd,17-13,-4.24,104.8,161,109.1,260,69.7,74,0.054,54,-3.47,237,102.7,249,106.2,229,13.94,2,,2017,Houston Baptist
215,Bradley,MVC,13-20,-4.3,98.4,282,102.7,135,67.2,212,0.018,141,2.71,90,105.9,88,103.2,103,0.64,142,,2017,Bradley
216,San Jose St.,MWC,14-16,-4.32,100.2,252,104.5,170,70.3,56,0.077,23,1.21,116,105.3,112,104.1,123,-4.35,288,,2017,San Jose St
217,Holy Cross,Pat,15-17,-4.61,98.5,281,103.1,141,60,349,0.022,128,-3.07,226,101.9,276,104.9,154,0.43,152,,2017,Holy Cross
218,UC Davis,BW,22-12,-4.76,97.9,292,102.6,128,68.3,141,0.109,4,-6.2,308,100.1,325,106.3,237,-1.19,202,16,2017,UC Davis
219,Eastern Illinois,OVC,14-15,-4.87,100,255,104.9,181,68.3,142,-0.049,295,-4.71,269,102.8,243,107.5,295,-3.02,248,,2017,Eastern Illinois
220,James Madison,CAA,10-23,-5.17,98.9,274,104,165,63.6,325,-0.065,318,-0.42,152,105.9,87,106.4,239,-2.34,228,,2017,James Madison
221,Duquesne,A10,10-22,-5.19,101.9,222,107.1,220,69.7,78,-0.075,328,-0.87,158,103.2,222,104.1,124,-8.1,344,,2017,Duquesne
222,Idaho,BSky,18-13,-5.36,101.2,232,106.6,212,66.2,250,0.051,62,-6.07,305,102.7,246,108.8,336,-1.18,201,,2017,Idaho
223,UMKC,WAC,17-16,-5.39,102.5,214,107.8,235,70.6,51,0.065,35,-2.21,198,103.1,226,105.3,167,0.92,134,,2017,UMKC
224,Air Force,MWC,12-21,-5.44,104.2,176,109.6,272,66.7,230,-0.065,317,0.28,133,104.3,161,104,122,-5.91,321,,2017,Air Force
225,Stephen F. Austin,Slnd,18-14,-5.49,96.8,307,102.3,121,66.1,257,0.033,91,-5.93,303,102,270,108,314,2.25,96,,2017,SF Austin
226,Lamar,Slnd,19-14,-5.58,103.3,192,108.8,255,67.6,188,-0.007,201,-7.32,323,100,326,107.3,286,-3.69,271,,2017,Lamar
227,Long Beach St.,BW,15-19,-5.59,104.6,166,110.2,289,69.3,94,0.036,83,-1.47,176,102.9,235,104.4,134,12.76,4,,2017,Long Beach St
228,USC Upstate,ASun,17-15,-5.93,105.3,156,111.2,301,67.7,182,0.013,157,-4.48,267,103.5,207,108,316,-0.86,184,,2017,USC Upstate
229,Southeast Missouri St.,OVC,15-18,-6,103.3,191,109.3,266,68.2,151,-0.038,278,-4.3,261,103.2,225,107.5,294,-2.93,244,,2017,Southeast Missouri St
230,Central Michigan,MAC,16-16,-6.03,111.5,56,117.6,345,75,5,0.053,57,-1.94,187,103.2,223,105.1,158,-5.19,311,,2017,C Michigan
231,Southeastern Louisiana,Slnd,16-16,-6.03,97.8,293,103.8,162,66.8,225,-0.054,306,-7.27,322,101,307,108.3,325,-3.17,256,,2017,SE Louisiana
232,Columbia,Ivy,11-16,-6.2,101,234,107.2,222,68.6,122,-0.022,240,-3.03,222,102.8,241,105.8,199,-3.66,269,,2017,Columbia
233,Western Kentucky,CUSA,15-17,-6.2,102.9,202,109.1,263,65.5,274,0.048,66,-2.99,220,102.9,233,105.9,205,-3.5,266,,2017,WKU
234,Sam Houston St.,Slnd,21-13,-6.24,97.2,299,103.4,159,69.8,73,0.101,6,-6.22,309,101.3,296,107.6,298,2.7,80,,2017,Sam Houston St
235,Charlotte,CUSA,13-17,-6.29,103.1,194,109.4,270,72.4,17,0.033,90,-1.73,184,103.4,212,105.1,159,2.24,97,,2017,Charlotte
236,Oral Roberts,Sum,8-22,-6.3,104.4,171,110.7,293,68.7,110,-0.077,330,2.09,96,106.9,77,104.8,144,8.71,14,,2017,Oral Roberts
237,South Alabama,SB,14-18,-6.4,98.9,272,105.3,186,69.4,88,0.012,160,-2.11,194,103.9,181,106,220,-5.66,318,,2017,South Alabama
238,Tulane,Amer,6-25,-6.43,102.6,208,109,258,70.1,63,-0.075,329,3.83,79,105.2,118,101.4,63,-1.13,199,,2017,Tulane
239,Army,Pat,13-19,-6.43,98.4,284,104.8,176,71,37,-0.063,315,-4.66,268,101.3,299,105.9,208,-3.72,273,,2017,Army
240,Little Rock,SB,15-17,-6.61,98.3,286,104.9,179,62.9,335,0.023,125,-3.5,238,103.8,188,107.3,287,-7.18,337,,2017,Little Rock
"",Strength of Schedule,NCSOS,,,,,,,,,,,,,,,,,,,,2017,Strength of Schedule
241,Pacific,WCC,11-22,-6.67,99.6,262,106.3,204,66.1,255,-0.003,192,1.54,105,105.2,119,103.7,114,-2.57,235,,2017,Pacific
242,Montana St.,BSky,16-16,-6.71,103,198,109.7,276,68.9,104,-0.025,250,-6.63,317,103.3,220,109.9,347,-2.62,237,,2017,MTSU
243,Cleveland St.,Horz,9-22,-6.81,96.4,312,103.2,147,65,296,-0.09,342,-0.97,162,104.8,140,105.7,192,5.15,42,,2017,Cleveland St
244,Portland St.,BSky,15-16,-6.82,104.2,175,111.1,299,72.3,20,-0.057,310,-6.54,315,101.7,279,108.3,326,-0.08,164,,2017,Portland St
245,Illinois Chicago,Horz,15-18,-6.93,100.9,239,107.8,233,71.4,30,-0.002,188,-4.04,252,101.6,285,105.7,189,-5.14,307,,2017,IL Chicago
246,Wagner,NEC,16-14,-7.12,101,237,108.1,239,62.6,340,-0.024,247,-8.81,333,98.7,342,107.5,297,-0.73,181,,2017,Wagner
247,Drexel,CAA,9-23,-7.15,102.9,204,110,285,70,68,-0.089,341,-0.96,161,104.6,152,105.5,182,-3.6,267,,2017,Drexel
248,Bowling Green,MAC,13-19,-7.21,100,254,107.3,224,69.6,82,0.01,165,-1.6,177,103.8,189,105.4,173,-5.99,322,,2017,Bowling Green
249,UNLV,MWC,11-21,-7.27,98.1,287,105.4,190,68,165,-0.007,204,0.94,121,105,126,104.1,125,-4,278,,2017,UNLV
250,Kennesaw St.,ASun,14-18,-7.28,102.6,206,109.9,281,69.1,99,0,183,-4.29,258,103.8,192,108.1,318,-3.1,252,,2017,Kennesaw St
251,Loyola MD,Pat,15-16,-7.31,98.6,279,105.9,197,65.2,287,0.079,17,-3.71,245,101.5,286,105.3,164,0.54,148,,2017,Loyola MD
252,UTSA,CUSA,14-19,-7.55,95.1,324,102.6,129,67.7,185,0.016,150,-2.7,210,102.7,252,105.4,170,-1.13,198,,2017,UT San Antonio
253,North Florida,ASun,15-19,-7.57,101.8,223,109.4,268,69.6,85,0.025,120,-0.17,143,106,86,106.1,227,6.86,28,,2017,North Florida
254,LIU Brooklyn,NEC,20-12,-7.65,100.1,253,107.7,232,66.6,232,0.081,14,-9.54,340,98.6,344,108.2,321,-5.14,308,,2017,LIU Brooklyn
255,St. Francis PA,NEC,16-16,-7.92,102,219,110,284,69.7,76,-0.007,199,-8.32,330,99.5,333,107.8,310,-0.91,185,,2017,St Francis PA
256,San Diego,WCC,13-18,-8.09,100.2,250,108.3,244,63,334,0.058,47,-0.35,151,104.1,169,104.5,138,-6.54,332,,2017,San Diego
257,Tennessee Tech,OVC,12-20,-8.12,98.9,275,107,218,67.9,168,-0.058,312,-3.14,228,103.5,208,106.6,256,-2.4,231,,2017,Tennessee Tech
258,Niagara,MAAC,10-23,-8.14,101.2,231,109.4,267,68.7,115,-0.067,321,-3.57,242,102.9,236,106.4,246,-4.44,292,,2017,Niagara
259,Louisiana Monroe,SB,9-24,-8.17,98.4,283,106.5,211,64.7,304,-0.116,349,-0.89,160,103.9,186,104.8,142,-3.28,260,,2017,Louisiana Monroe
260,Drake,MVC,7-24,-8.2,103,197,111.2,300,69.1,96,-0.083,335,1.19,117,104.1,174,102.9,96,-3.42,265,,2017,Drake
261,Milwaukee,Horz,11-24,-8.53,99.8,257,108.4,245,62.2,344,-0.023,241,-1.29,172,104.1,172,105.4,171,2.37,93,,2017,WI Milwaukee
262,Cal St. Fullerton,BW,17-14,-8.54,97,302,105.5,191,68.2,150,0.034,88,-8.82,334,99.7,329,108.5,329,-7.89,341,,2017,CS Fullerton
263,Cornell,Ivy,8-21,-8.67,99.7,258,108.4,248,69.3,92,-0.032,259,-0.21,145,105.3,108,105.5,181,1.94,109,,2017,Cornell
264,Oregon St.,P12,5-27,-8.86,97,303,105.8,194,64.1,311,-0.067,322,5.99,70,108.1,60,102.1,74,-4.82,299,,2017,Oregon St
265,Robert Morris,NEC,14-19,-8.89,91.6,342,100.5,90,68.4,126,0.032,94,-5.24,288,101.1,303,106.4,240,4.17,55,,2017,Robert Morris
266,Fairleigh Dickinson,NEC,11-19,-8.97,102.9,199,111.9,305,68.7,113,-0.051,296,-4.93,273,100.5,320,105.4,172,7.76,20,,2017,F Dickinson
267,Hawaii,BW,14-16,-9.02,97,304,106,199,66.8,223,-0.012,218,-7.96,327,99.3,335,107.2,282,-5.44,314,,2017,Hawaii
268,Appalachian St.,SB,9-21,-9.12,99.6,261,108.7,252,70.2,59,-0.039,280,0.01,140,104.3,163,104.3,132,0,161,,2017,Appalachian St
269,Colgate,Pat,10-22,-9.13,98.5,280,107.6,228,64.7,303,-0.013,221,-2.82,213,102.5,257,105.3,169,-0.55,178,,2017,Colgate
270,High Point,BSth,15-16,-9.16,98.9,270,108.1,241,65.3,281,-0.004,193,-6.09,306,101.1,304,107.2,279,0.27,156,,2017,High Point
271,Jacksonville,ASun,17-15,-9.23,102.6,209,111.8,304,67.4,201,0.017,146,-7.2,321,102.7,248,109.9,348,-8.79,346,,2017,Jacksonville
272,Florida Atlantic,CUSA,10-20,-9.32,98.6,278,108,238,68.5,125,-0.036,273,-2.42,203,103.3,221,105.7,190,-1.23,204,,2017,FL Atlantic
273,Saint Louis,A10,12-21,-9.35,95.4,323,104.8,175,63.1,331,0.082,12,1.35,112,105.3,106,104,121,-4.57,296,,2017,St Louis
274,Eastern Kentucky,OVC,12-19,-9.47,98.4,285,107.8,234,67.2,213,0.015,152,-1.63,180,104.7,143,106.4,241,0.62,144,,2017,Eastern Kentucky
275,Seattle,WAC,13-17,-9.63,95.6,320,105.2,184,67.3,206,-0.023,242,-5.01,279,101,308,106,218,-6.42,330,,2017,Seattle
276,FIU,CUSA,7-24,-9.64,102.9,203,112.5,314,64.6,306,-0.171,351,-3.65,244,102,273,105.6,186,-4.42,291,,2017,FIU
277,Brown,Ivy,13-17,-9.81,104.1,179,113.9,324,70.9,41,0.017,145,-5.23,286,101.3,297,106.5,251,-9.41,348,,2017,Brown
278,Portland,WCC,11-22,-9.95,98.8,276,108.7,251,65.5,278,0.011,162,1.4,109,105.2,120,103.8,116,-3.71,272,,2017,Portland
279,Miami OH,MAC,11-21,-10.09,95.8,318,105.9,195,68.2,143,0.052,58,-2.08,192,104.4,160,106.4,247,-6.5,331,,2017,Miami OH
280,Alcorn St.,SWAC,18-14,-10.37,95.4,322,105.8,193,67.4,200,0.048,67,-10.67,344,98.1,347,108.8,337,11.43,8,,2017,Alcorn St
"",Strength of Schedule,NCSOS,,,,,,,,,,,,,,,,,,,,2017,Strength of Schedule
281,Bryant,NEC,12-20,-10.37,101.7,224,112,306,68.8,109,-0.014,224,-6.18,307,100.7,317,106.8,267,3.34,68,,2017,Bryant
282,NJIT,ASun,11-20,-10.39,98.7,277,109.1,261,67.3,204,0.029,101,-3,221,104.7,142,107.7,307,-0.06,163,,2017,NJIT
283,Youngstown St.,Horz,13-21,-10.5,102.5,213,113,318,71.4,31,0.077,24,-2.24,199,103.1,227,105.3,166,-1.63,212,,2017,Youngstown St
284,Cal St. Northridge,BW,11-19,-10.6,104,181,114.6,333,72.4,18,-0.032,261,-5.96,304,99.8,327,105.8,197,0.71,139,,2017,CS Northridge
285,Northern Colorado,BSky,11-18,-10.6,96.5,311,107.1,221,68.1,153,-0.026,252,-4.29,259,103.7,197,108,315,8.86,12,,2017,N Colorado
286,The Citadel,SC,12-21,-10.74,105.6,147,116.3,340,79.4,2,0.023,124,-1.05,165,104.9,136,105.9,213,-2,219,,2017,The Citadel
287,Manhattan,MAAC,10-22,-10.85,96.8,306,107.7,229,68.6,123,0,184,-2.32,202,103.5,204,105.8,201,-0.56,179,,2017,Manhattan
288,Austin Peay,OVC,11-19,-11.08,106,144,117.1,342,69.6,80,0.04,78,-1.75,185,104.7,145,106.5,248,3.2,69,,2017,Austin Peay
289,Delaware,CAA,13-20,-11.09,97.3,298,108.4,246,64.5,309,0.089,10,0.2,135,106.4,81,106.2,232,-2.94,245,,2017,Delaware
290,South Florida,Amer,7-23,-11.17,96.5,310,107.7,230,68.4,135,-0.021,237,1.69,101,104.1,170,102.4,85,-7.61,339,,2017,South Florida
291,Campbell,BSth,17-17,-11.36,99.3,265,110.7,294,65.2,289,0.035,86,-7.54,325,101.2,302,108.8,335,-5.06,306,,2017,Campbell
292,UMass Lowell,AE,11-20,-11.39,104.3,174,115.6,337,71.4,29,-0.036,271,-6.25,310,101.1,305,107.3,288,-6.6,333,,2017,UMass Lowell
293,Northwestern St.,Slnd,13-16,-11.45,101,236,112.4,312,70.9,40,0.028,105,-4.96,274,101.4,293,106.4,244,7.08,24,,2017,Northwestern LA
294,Sacramento St.,BSky,13-18,-11.49,100.8,240,112.3,310,65.2,286,0.045,73,-5.48,294,102.6,255,108.1,319,1.99,104,,2017,Sacramento St
295,Quinnipiac,MAAC,10-21,-11.69,101.3,228,113,317,72.8,15,0.027,112,-3.2,230,102.7,245,105.9,209,-3.34,263,,2017,Quinnipiac
296,Radford,BSth,14-18,-11.7,96.1,315,107.8,236,63.6,326,0.06,43,-4.01,251,103.4,211,107.4,293,8.94,10,,2017,Radford
297,Western Illinois,Sum,8-20,-11.75,97.1,301,108.8,254,68.4,127,-0.035,267,-1.62,179,105,129,106.6,254,-2.82,240,,2017,Western Illinois
298,Norfolk St.,MEAC,17-16,-11.76,93.8,330,105.6,192,68.4,128,0.077,22,-9.5,338,99.7,330,109.2,342,6.13,35,,2017,Norfolk St
299,Pepperdine,WCC,9-22,-11.98,102.1,218,114.1,326,68.2,148,0.026,115,1.54,104,105.8,90,104.3,131,-1.55,211,,2017,Pepperdine
300,Abilene Christian,Slnd,13-16,-12.05,96.7,308,108.8,253,65.5,276,0.049,65,-5.87,301,101.7,281,107.6,300,1.47,121,,2017,Abilene Chr
301,Sacred Heart,NEC,13-19,-12.25,97.5,296,109.7,277,70.7,46,0.018,140,-8.53,332,99.1,337,107.6,304,-5.06,305,,2017,Sacred Heart
302,Detroit,Horz,8-23,-12.33,102.2,217,114.5,330,72.3,19,0.016,149,-1.23,170,103.7,195,104.9,150,2.72,78,,2017,Detroit
303,Incarnate Word,Slnd,12-17,-12.78,101.5,225,114.3,329,71.4,32,0.032,95,-5.1,281,101.3,301,106.4,238,4.32,50,,2017,Incarnate Word
304,UT Rio Grande Valley,WAC,10-22,-12.92,100.3,248,113.2,320,73.6,8,-0.037,275,-3.47,236,101.7,283,105.2,161,-3.15,255,,2017,UT Rio Grande Valley
305,Dartmouth,Ivy,7-20,-12.97,99.2,267,112.1,309,67,215,0.032,93,-2.87,215,102.3,262,105.2,160,-4.46,293,,2017,Dartmouth
306,Hampton,MEAC,14-16,-13.16,93.6,333,106.8,215,67.9,173,0.022,131,-10.04,343,98.9,339,108.9,340,2.07,101,,2017,Hampton
307,Cal Poly,BW,11-20,-13.18,99.8,256,113,319,65,297,0.013,159,-4.19,255,100.7,316,104.9,147,2.64,82,,2017,Cal Poly
308,American,Pat,8-22,-13.29,94.8,328,108.1,242,64,316,-0.017,236,-4.31,263,101.5,292,105.8,196,-4.22,285,,2017,American Univ
309,Charleston Southern,BSth,12-19,-13.4,103.3,193,116.7,341,67.9,174,0.007,175,-5.64,297,101,306,106.7,258,4.72,48,,2017,Charleston Southern Univ
310,Prairie View A&M;,SWAC,13-20,-13.49,98,289,111.5,303,67.2,207,-0.017,235,-8.22,329,99.6,332,107.8,309,12.03,5,,2017,Prairie View;
311,Central Arkansas,Slnd,8-24,-13.51,104,180,117.5,344,70.7,44,-0.014,229,-3.03,223,103,231,106,219,6.9,27,,2017,Central Arkansas
312,Binghamton,AE,12-20,-13.68,96.2,314,109.8,279,65.6,273,-0.009,208,-4.99,278,102.3,263,107.2,283,-4.64,297,,2017,Binghamton
313,Nicholls St.,Slnd,14-17,-13.75,100.4,247,114.2,328,69.1,98,0.089,9,-3.59,243,103,230,106.6,255,8.58,16,,2017,Nicholls St
314,UC Riverside,BW,8-21,-13.87,92.1,339,106,198,67.5,197,-0.055,307,-4.76,271,101.3,298,106,221,1.7,113,,2017,UC Riverside
315,Savannah St.,MEAC,13-16,-13.88,100.6,246,114.5,331,80.7,1,0.054,53,-9.52,339,98.9,338,108.5,328,7.19,23,,2017,Savannah St
316,Marist,MAAC,8-24,-13.89,100.6,245,114.5,332,66.5,240,0.013,156,-1.92,186,104.1,175,106,214,-0.13,165,,2017,Marist
317,McNeese St.,Slnd,7-22,-14.07,96.1,317,110.2,288,69.6,83,-0.057,311,-3.2,229,103.3,218,106.5,249,8.65,15,,2017,McNeese St
318,SIU Edwardsville,OVC,6-24,-14.15,95,327,109.1,264,68.9,106,-0.041,284,-2.77,212,104.3,164,107,276,0.38,154,,2017,SIU Edwardsville
319,Stetson,ASun,11-21,-14.28,100.9,238,115.2,334,72.1,21,-0.002,190,-4.8,272,102.9,234,107.7,306,-5.18,310,,2017,Stetson
320,North Texas,CUSA,8-22,-14.52,96.3,313,110.8,296,69.8,72,-0.08,332,-4.41,265,101.5,287,105.9,212,-7.93,343,,2017,North Texas
"",Strength of Schedule,NCSOS,,,,,,,,,,,,,,,,,,,,2017,Strength of Schedule
321,Maryland Eastern Shore,MEAC,14-20,-14.6,97.9,291,112.5,313,68.2,152,0.039,79,-6.9,319,100.9,309,107.8,311,9.25,9,,2017,Maryland Eastern Shore
322,Western Carolina,SC,9-23,-14.75,90.1,348,104.9,180,66.4,243,0.027,110,1.66,102,106.8,78,105.2,162,6.61,31,,2017,Western Carolina
323,Morgan St.,MEAC,14-16,-15.34,91.2,344,106.5,210,67.3,202,0.038,80,-12.25,349,98.2,346,110.4,350,-2.96,246,,2017,Morgan St
324,Southern Miss,CUSA,9-22,-15.47,92.9,334,108.4,247,65.2,290,-0.032,257,-3.1,227,102.4,260,105.5,176,-3.18,257,,2017,Southern Miss
325,Southern,SWAC,15-18,-15.59,98.1,288,113.7,323,68,164,0.038,81,-12.09,348,96.8,351,108.9,339,1.66,114,,2017,Southern Univ
326,Northern Arizona,BSky,9-23,-15.64,95,326,110.7,292,68.8,107,-0.016,232,-6.25,311,101.7,284,107.9,313,-3.37,264,,2017,Northern Arizona
327,VMI,SC,6-24,-16.02,97.7,295,113.7,322,68.7,111,-0.034,264,0.27,134,105.7,95,105.4,174,0.78,135,,2017,VMI
328,Grambling St.,SWAC,15-17,-16.07,96.6,309,112.6,316,66.8,224,0.049,64,-11.92,347,97.6,350,109.5,344,-0.42,175,,2017,Grambling St
329,Jackson St.,SWAC,14-18,-16.19,92.7,336,108.9,257,64,315,0.032,92,-11.41,346,98.2,345,109.6,345,2.52,86,,2017,Jackson St
330,Lafayette,Pat,9-21,-17.24,96.1,316,113.4,321,69,102,0.059,45,-3.94,249,100.8,312,104.8,143,-3.81,274,,2017,Lafayette
331,UC Santa Barbara,BW,6-22,-18.14,91.3,343,109.4,269,63.7,324,0.009,168,-2.94,218,102.1,268,105,155,6.58,34,,2017,UC Santa Barbara
332,Hartford,AE,9-23,-18.26,92.6,337,110.8,297,68.1,155,0.073,26,-5.27,289,102,271,107.3,285,-6.32,328,,2017,Hartford
333,Idaho St.,BSky,6-26,-18.26,97.7,294,115.9,338,68.6,121,-0.053,300,-2.76,211,104.1,168,106.9,271,4.73,46,,2017,Idaho St
334,Southern Utah,BSky,6-27,-18.59,101.1,233,119.7,349,71,35,-0.014,225,-5.12,282,102.1,267,107.2,281,-1.07,196,,2017,Southern Univ Utah
335,South Carolina St.,MEAC,11-20,-19.23,99.1,268,118.3,348,68,163,0.067,29,-5.92,302,100.7,313,106.6,257,16.61,1,,2017,S Carolina St
336,Chicago St.,WAC,6-26,-19.38,91.9,340,111.3,302,66.7,228,-0.009,207,1.59,103,104.5,159,102.9,95,5.88,37,,2017,Chicago St
337,Maine,AE,7-25,-19.48,91.1,345,110.6,291,67.6,189,0.005,178,-3.34,233,103.5,210,106.8,265,-2.7,239,,2017,Maine
338,Howard,MEAC,10-24,-19.55,90.5,347,110.1,286,67.7,184,-0.022,239,-7.43,324,100.7,315,108.1,320,8.84,13,,2017,Howard
339,Delaware St.,MEAC,10-22,-19.85,94.2,329,114.1,327,65.4,279,0.007,173,-8.52,331,100.6,319,109.1,341,3.86,60,,2017,Delaware St
340,Bethune Cookman,MEAC,10-22,-20.2,95,325,115.3,335,67.9,172,-0.011,215,-11.26,345,98.6,343,109.9,346,-2.18,221,,2017,Bethune Cookman
